id,firstName,lastName,worksTotal,gender,image,imageUrl,wikipediaUrl,notes,thumbnailFile,wikiDataId
2347,Thomas Shekleton,Henry,2,male,,,,,,
645,E B,Vaughan,2,,,,,,,
2160,,Duncan,2,male,,,,,,
2519,Miss,May,2,female,,,,,,
22,W G,Nicholl,2,,,,,,,
107,James,Donaldson,2,male,,,,,,
60,Alfred,Cook,2,,,,,,,
2498,Mr.,Mackenzie,2,male,,,,,,
2354,Joshua,Higgs,2,male,,,,,,
913,Alfred,Bock,2,male,,,,,,
14,S H A,Marsh,2,,,,,,,
377,Alexander,Johnston,2,male,,,,,,
422,G H,Teague,2,male,,,,,,
2201,,Fleming,2,male,,,,,,
503,Miss,Harris,2,female,,,,,,
925,T H,Boyd,2,,,,,,,
775,Gustave,Neymark,2,male,,,,,,
1248,C Horbury,Hunt,2,,,,,,,
2361,James Mayall,Hobday,2,male,,,,,,
2100,W T,Crosbie,2,male,,,,,,
2366,W J,Holder,2,male,,,,,,
2310,Algernon,Hall,2,male,,,,,,
1283,Mrs.,Kearney,2,female,,,,,,
130,Thomas,Corbett,2,male,,,,,,
2736,,Royal Photographic Company,2,,,,,,,
226,,Hamel and Co.,2,,,,,,,
470,C E Stuart,Murray,2,,,,,,,
2566,Francis S,Morgan,2,,,,,,,
1661,Miss L F,Stephen,2,female,,,,,,
2684,C Irene,Price,2,female,,,,,,
2364,C,Hoffman,2,,,,,,,
490,C S,Cornish,2,,,,,,,
1972,Henry,Bull,2,male,,,,,,
2309,Edward,Haigh,2,male,,,,,,
2935,Joseph Warrin,Wilder,2,male,,,,,,
2130,Patrick,Dawson,2,male,,,,,,
2025,G M,Challinor,2,,,,,,,
2632,Lionel,Ormerod,2,male,,,,,,
2663,Alfred,Pickering,2,male,,,,,,
1986,Nicholas John,Caire,2,male,,,,,,
567,Miss,Harvey,2,female,,,,,,
2550,,Milligan Brothers,2,,,,,,,
2708,Andrew,Rider,2,male,,,,,,
2877,,Tuttle and Co.,2,,,,,,,
2819,,Stewart & Co.,2,,,,,,,
2448,Thomas Fleet,King,2,,,,,,,
2158,Thomas,Duckett,2,,,,,,,
1474,John Walter,Osborne,2,male,,,,,,
1307,William,Leaf,2,male,,,,,,
2909,Thomas,Watts,2,male,,,,,,
2300,Nellie,Grindley,2,male,,,,,,
1028,Ht. de la,Crouee,2,,,,,,,
2242,William,Furlong,2,male,,,,,,
1540,William,Reay,2,male,,,,,,
2568,Rev. A,Morison,2,,,,,,,
2327,John,Harrison,2,male,,,,,,
1670,Emma von,Stieglitz,2,female,,,,,,
2572,Andrew,Morton,2,male,,,,,,
946,Richard,Buckner,2,male,,,,,,
2128,Aquila John,Davis,2,male,,,,,,
13,Madame Adelaide,Bertheau,2,male,,,,,,
2529,Archibald,McDonald,2,male,,,,,,
2383,William John,Huggins,2,male,,,,,,
1101,John,Flannagan,2,male,,,,,,
1843,Charles Abraham,D'Ebro,2,male,,,,,,
2639,P W,Parnell,2,,,,,,,
792,E,Tizard,2,,,,,,,
2290,Frederick George,Green,2,male,,,,,,
953,,Butler,2,,,,,,,
484,G,Henrard,2,,,,,,,
1440,Patrick,Nasmith,2,,,,,,,
1923,P,Becker,2,,,,,,,
2031,H S,Chapman,2,,,,,,,
2237,H M,Freyberger,2,,,,,,,
2532,Walter,McGill,2,,,,,,,
2898,A J,Wall,2,,,,,,,
27,James William,Waugh & Cox,2,male,,,,,,
957,Mrs John C.,Caffyn,2,female,,,,,,
671,F M,Lascelles,2,,,,,,,
1070,William,Edwards,2,male,,,,,,
2264,,George and Walton,2,,,,,,,
430,T,Glover,2,,,,,,,
2311,Robert,Hall,2,male,,,,,,
2121,John S,Davie,2,male,,,,,,
167,R J,Campbell,2,,,,,,,
425,E,Armitage,2,,,,,,,
2425,Arthur E,Johnston,2,male,,,,,,
842,,Angus and Elleray,2,,,,,,,
203,,Goodhugh and Trembath,2,,,,,,,
883,,Batson and Co.,2,,,,,,,
68,William,Fairfax,2,male,,,,,,
1306,Louisa,Lawson,2,female,,,,,,
1090,Francois,Fallet,2,male,,,,,,
1259,Theodore James,Jaques,2,male,,,,,,
404,William,Tocknell,2,male,,,,,,
476,Marie,Baass,2,female,,,,,,
164,K A H,McKenzie,2,,,,,,,
2513,Jessie C,Maryon-Wilson,2,female,,,,,,
1098,Miss M A ,Fitzgerald,2,female,,,,,,
178,W,Morris,2,,,,,,,
2781,Francis Guillemard,Simpkinson,2,,,,,,,
2856,,Thomas,2,,,,,,,
2406,W,James,2,,,,,,,
2275,Viscountess Georgina Jane,Gormanston,2,female,,,,,,
586,Ella,Simpson,2,female,,,,,,
1126,Miss Mary,Garrett,2,female,,,,,,
2044,Daniel,Clarke,2,male,,,,,,
2453,George B D,Kitch & Co.,2,male,,,,,,
2147,Ernest Brougham,Docker,2,male,,,,,,Q21537443
271,Miss Lily,Groat,2,female,,,,,,
2339,Henry,Haydon,2,male,,,,,,
857,Angelo,Azzopardi,2,male,,,,,,
2166,William,Eastwood,2,male,,,,,,
1432,A J,Murray,2,,,,,,,
582,Miss,Robb,2,female,,,,,,
557,Miss,Baillie,2,female,,,,,,
1779,Florence A.,Wildman,2,female,,,,,,
2652,,Percy,2,,,,,,,
1563,Annie Irvine,Robertson,2,female,,,,,,
1357,A B,McMinn,2,,,,,,,
1064,D R,Drape,1,,,,,,,
772,Charles Herbert,Topham,1,male,,,,,,
1534,,Randu,1,,,,,,,
1709,L E,Threlkeld,1,,,,,,,
1061,Edward,Dowling,1,male,,,,,,
1649,R. Burrell,Smith,1,,,,,,,
1573,A.C.,Roth,1,,,,,,,
2048,W,Clarkson,1,,,,,,,
2700,,"Reed, Smart and Tappin",1,,,,,,,
2438,C M,Kelly,1,,,,,,,
1599,Miss L A ,Saxby,1,female,,,,,,
1426,Mrs E,Mosley,1,female,,,,,,
698,Helen,Willi,1,female,,,,,,
964,Mathew,Campbell,1,male,,,,,,
1361,Frank,Madden,1,male,,,,,,
1717,G,Triest,1,,,,,,,
1479,Meinna,Paige,1,,,,,,,
1368,Florence,Marr,1,female,,,,,,
2855,Grosvenor,Thomas,1,male,,,,,,
1688,Miss A M,Summerbelle,1,female,,,,,,
862,R C,Bagot,1,,,,,,,
2801,Saul,Solomon,1,male,,,,,,
1003,Miss,Coates,1,female,,,,,,
1123,J,Gant,1,,,,,,,
1302,A,Laurence & Co.,1,,,,,,,
2741,Henry Chamberlaine,Russell,1,,,,,,,
1527,Edward,Pulsford,1,,,,,,,
691,Mary J,Wratislaw,1,female,,,,,,
395,G A,Steinmeyer,1,,,,,,,
1765,John,Welby,1,male,,,,,,
2874,,Tulloch and Brown,1,,,,,,,
435,Miss Amy,Steel,1,female,,,,,,
1541,James,Redaway & Sons,1,male,,,,,,
738,Mrs. G H,Hunt,1,female,,,,,,
2794,Evan,Smith,1,male,,,,,,
152,Mrs Harriette,Kerr,1,female,,,,,,
795,H M L,Atcherley,1,,,,,,,
920,C,Botham,1,,,,,,,
806,Miss Annie,Hale,1,female,,,,,,
1705,Miss N Deas ?,Thompson,1,female,,,,,,
1973,C,Bumnermann,1,,,,,,,
2504,Frank and Albert,Mahony and Fullwood,1,male,,,,,,
1834,Alfred,Sinclair,1,male,,,,,,
1205,R,Hatterley,1,,,,,,,
2320,William A L S,Hanson,1,male,,,,,,
2134,R,Delaney,1,,,,,,,
2798,Phoebe,Snowball,1,female,,,,,,
2814,,Stamer,1,,,,,,,
1211,James,Henderson,1,male,,,,,,
1887,Miss,Atchison,1,female,,,,,,
809,Madeline E,King,1,female,,,,,,
207,Frederick W,Birmingham,1,male,,,,,,
532,T W,Williams,1,,,,,,,
453,J W,Rymer,1,,,,,,,
926,James,Branch,1,male,,,,,,
2616,Adelsteen,Normann,1,,,,,,,
2960,Thomas J,Wollaston,1,,,,,,,
2007,Clare,Brook,1,female,,,,,,
2712,John,Riegg,1,male,,,,,,
2630,D,Ogilby,1,,,,,,,
2140,Charles,Dicker,1,male,,,,,,
2155,Mark,Dowling,1,male,,,,,,
1683,A,Street,1,,,,,,,
2195,Charles Edward,Firnhaber,1,male,,,,,,
1755,Henry,Waters,1,male,,,,,,
908,Myer M,Blashki,1,,,,,,,
2313,Bernard,Hall,1,male,,,,,,
1389,James,May,1,male,,,,,,
2699,Mina,Reed,1,female,,,,,,
768,Miss Narcissa E,West,1,female,,,,,,
2471,Miss M M,Leonard,1,female,,,,,,
799,B Eyton,Bradwyn,1,,,,,,,
2812,Ernest,Spong,1,male,,,,,,
78,E W,Cole,1,,,,,,,
2685,Henry Charles,Prinsep,1,male,,,,,,
2731,George,Rossi,1,male,,,,,,
375,J A,Knight,1,,,,,,,
360,Miss Alice,Foy,1,female,,,,,,
2902,E S,Walters,1,,,,,,,
76,George,Mercer,1,male,,,,,,
436,W E,Smith,1,,,,,,,
133,Henry F,Lewis,1,male,,,,,,
2785,James,Sinclair,1,male,,,,,,
1059,,Doddington,1,,,,,,,
2555,Ernest E,Moffit,1,male,,,,,,
1293,R C & Co.,Knaggs,1,,,,,,,
2270,Charles Edward,Glass,1,male,,,,,,
2422,Thomas,Johnston,1,male,,,,,,
2603,W G,Nicholl,1,,,,,,,
1947,H J,Boddington,1,,,,,,,
2412,J,Jeakins,1,,,,,,,
512,F G,O'Neill,1,,,,,,,
858,Benjamin,Backhouse,1,male,,,,,,
853,Thomas,Austin,1,male,,,,,,
77,Peter,Matthews,1,male,,,,,,
90,,Smith and Watts,1,,,,,,,
100,James,Wynn,1,male,,,,,,
939,George,Browne,1,male,,,,,,
1696,,"Tappin, Dennehy & Smart",1,,,,,,,
70,Michael,Egan,1,male,,,,,,
505,,Fox & Oakden,1,,,,,,,
525,R H,Hanan,1,,,,,,,
23,T,Field,1,,,,,,,
2775,J H & Co.,Sherring,1,,,,,,,
2954,H Stuart,Wilshire,1,,,,,,,
33,F S,Browne,1,,,,,,,
1610,Alexander Walker,Scott,1,male,,,,,,
29,,Woolcott and Clarke,1,,,,,,,
2281,A F,Gow,1,,,,,,,
1860,Alfred,Addy,1,male,,,,,,
482,C N,Kennedy,1,,,,,,,
2705,.,Reverdy,1,,,,,,,
2873,J.S.,Tudgery,1,,,,,,,
2896,Mrs. E J ,Walker,1,female,,,,,,
1139,Thomas,Gill,1,male,,,,,,
2146,John Cowpland,Dixon,1,male,,,,,,
1893,Benjamin Herschel,Babbage,1,male,,,,,,
510,C K,Roeszler,1,,,,,,,
1121,A S,Furber,1,,,,,,,
218,A.D.,Mills,1,,,,,,,
2774,,Sherrif and Downing,1,,,,,,,
1746,G A,Ward,1,,,,,,,
2742,,S.T. Leigh & Co.,1,,,,,,,
437,George,Short,1,male,,,,,,
444,Archibald,Liversidge,1,male,,,,,,
2392,,Imperial Photo Company,1,,,,,,,
2400,J H,Irvine,1,,,,,,,
2722,T S,Robins,1,,,,,,,
1339,,"McCarron, Bird & Co.",1,,,,,,,
2613,F,Noice,1,,,,,,,
2338,Seymour,Hayden,1,male,,,,,,
2524,Mattie,McCarthy,1,male,,,,,,
740,William,Hogarth,1,male,,,,,,
1871,Curzon,Allport,1,male,,,,,,
1907,F,Barracci,1,,,,,,,
2335,Charles,Harwell,1,male,,,,,,
154,Joseph,Durham,1,male,,,,,,
2466,Benjamin,Law,1,male,,,,,,
1654,A,Souipe,1,,,,,,,
2154,H.,Dowling,1,,,,,,,
1447,John F,Newman,1,male,,,,,,
608,A,Whittaker,1,,,,,,,
1856,Lement Francis,Abbott,1,male,,,,,,
71,George F,Easther,1,male,,,,,,
485,Herbert,Dicksee,1,male,,,,,,
1072,C,Edwards,1,,,,,,,
1111,C M,Foster,1,,,,,,,
198,F,Terlecki,1,,,,,,,
2867,,Treede and Prenzel,1,,,,,,,
1700,,Telfer and Fleming,1,,,,,,,
1168,,Hackett brothers,1,,,,,,,
195,,James Murray & Co.,1,,,,,,,
2336,W,Haswell,1,,,,,,,
870,W M,Bale,1,,,,,,,
1581,Charles,Russell,1,male,,,,,,
2637,H.,Park,1,,,,,,,
219,John Simpson Mackennal & James Scurry,Mackennal and Scurry,1,male,,,,,,
729,Edmund Thomas,Rider,1,male,,,,,,
921,A.C.,Bowman,1,,,,,,,
993,Capt. R E,Clarke,1,,,,,,,
1653,Richard B,Smythe,1,male,,,,,,
11,John,Bernasconi,1,male,,,,,,
2416,Alice,Jennings,1,female,,,,,,
1801,Gerard,Wonthorst,1,male,,,,,,
2818,D,Stewart,1,,,,,,,
2656,H.,Pestell,1,,,,,,,
1948,Mrs. W,Bolam,1,female,,,,,,
2590,G P,Neale,1,,,,,,,
2917,,Webb & Taylor,1,,,,,,,
1666,R,Stevenson,1,,,,,,,
2143,T,Dickson,1,,,,,,,
1680,Frances E,Stonier,1,,,,,,,
1832,Walter Baldwin,Spencer,1,male,,,,,,
145,A N,Ellis,1,,,,,,,
298,A J,Murray,1,,,,,,,
822,Anthony,Alder,1,male,,,,,,
2946,Thomas S,Williams,1,male,,,,,,
1087,S,Ewan,1,,,,,,,
1219,Mrs G B.,Hetley,1,female,,,,,,
2797,,Smith and Johnson,1,,,,,,,
1223,R,Hills,1,,,,,,,
2865,Emil Hermann,Todt,1,male,,,,,,
2408,Gilbert,James,1,male,,,,,,
2358,M M,Hinton,1,,,,,,,
2737,,Royal Society of Victoria,1,,,,,,,
1304,,Lawson & Pearson,1,,,,,,,
866,William Kellett,Baker,1,male,,,,,,
1439,A,Naftel,1,,,,,,,
572,S,H.,1,,,,,,,
1548,W A L,Richards,1,,,,,,,
742,Miss J,England,1,female,,,,,,
2204,Miss,Flinn,1,female,,,,,,
2769,E m,Shaw,1,,,,,,,
2021,Rosa,Carter,1,female,,,,,,
2175,,Etty,1,,,,,,,
2482,O. and Alexander,Livezey,1,,,,,,,
2162,,Duryea and Macdonald,1,,,,,,,
2387,John,Hutchinson,1,male,,,,,,
728,A M,Roberts,1,,,,,,,
498,Mrs.,Hunt,1,female,,,,,,
1733,R,von Lendenfeld,1,,,,,,,
1461,A J,North,1,,,,,,,
335,Miss E G,Sandford,1,female,,,,,,
739,John,Kirkpatrick,1,male,,,,,,
1925,John,Bell,1,male,,,,,,
2394,G C,Inskip,1,,,,,,,
1162,Benjamin J,Grice,1,male,,,,,,
1152,William T,Gore,1,male,,,,,,
2475,Bert,Levy,1,male,,,,,,
2165,H S,East,1,,,,,,,
2490,Henry W,Lynn,1,male,,,,,,
1891,George Brougham,Austin,1,male,,,,,,
732,Herbert S,Thompson,1,male,,,,,,
1994,G,Canning,1,,,,,,,
1397,J,Miller,1,,,,,,,
2809,Richard,Speight,1,male,,,,,,
69,W H,Ellerker,1,,,,,,,
92,Alfred,Snow,1,male,,,,,,
215,Andrew,McWilliams,1,male,,,,,,
2510,Mr.,Martin,1,male,,,,,,
969,R,Capner,1,,,,,,,
1938,J,Black,1,,,,,,,
2670,,Pitt,1,,,,,,,
1854,,Abbott,1,,,,,,,
2744,Giles,Saint,1,male,,,,,,
2745,James,Saint,1,male,,,,,,
2842,Walter E,Taylor,1,male,,,,,,
915,B C,Bohe,1,,,,,,,
1160,Mary,Greenlaw,1,female,,,,,,
12,Edward,Baldwin,1,male,,,,,,
2899,Miss,Wallen,1,female,,,,,,
1336,John L,Lyall,1,male,,,,,,
1750,Miss Nellie,Warner,1,female,,,,,,
2897,Harry,Walker,1,male,,,,,,
1366,G A,Mansfield,1,,,,,,,
2585,Frank,Nairn,1,male,,,,,,
434,Miss E,Warner,1,female,,,,,,
2792,Bernhard,Smith,1,male,,,,,,
2605,B B,Nicholson,1,,,,,,,
2462,George Washington,Lambert,1,male,,,,,2462.jpg,Q2545507
1206,,Hauntsadt,1,,,,,,,
1642,Mrs R K,Smart,1,female,,,,,,
1979,Rose Hill,Burton,1,female,,,,,,
769,Miss Minna,Thompson,1,female,,,,,,
1318,T P,Lewis,1,,,,,,,
1398,J,Miller & Co.,1,,,,,,,
715,Henry Richards,Caselli,1,male,,,,,,
1939,,Black and Hughes,1,,,,,,,
2369,Henry,Holmes,1,male,,,,,,
134,John H,Ferris,1,male,,,,,,
2363,W C,Hodder,1,,,,,,,
1127,W,Gartner,1,,,,,,,
2443,W A,Kerr,1,,,,,,,
2686,,Priston and Small,1,,,,,,,
2540,,Medows,1,,,,,,,
1867,Josiah W,Allen,1,male,,,,,,
1769,,Wensley and Wensley,1,,,,,,,
2268,,Girondin,1,,,,,,,
193,,Schmidt Brothers,1,,,,,,,
1499,J W & Co.,Pearson,1,,,,,,,
2028,,Channon and Co.,1,,,,,,,
2371,John,Hood,1,male,,,,,,
2331,Elijah,Hart,1,male,,,,,,
2329,,Harrison & Co.,1,,,,,,,
2203,P,Fletcher-Watson,1,,,,,,,
1485,George,Parkinson,1,male,,,,,,
2123,E,Davies,1,,,,,,,
244,L F,Sachs,1,,,,,,,
2782,E,Simpson,1,,,,,,,
81,A,Ramage,1,,,,,,,
1897,M,Bailey,1,,,,,,,
2066,,Coliman,1,,,,,,,
1238,G,Hooworth,1,,,,,,,
2252,Emma,Geory,1,female,,,,,,
382,A J,Plummer,1,,,,,,,
2071,,Collins,1,,,,,,,
2582,A S,Murray,1,,,,,,,
2674,George,Pontin,1,male,,,,,,
2016,Vincent,Brun,1,male,,,,,,
199,J,Brache,1,,,,,,,
743,A,Donnelly,1,,,,,,,
2212,G,Ford,1,,,,,,,
159,Miss J J,Ireland,1,female,,,,,,
2571,Charles,Morton,1,male,,,,,,
2575,Ferdinand Jakob Heinrich von,Mueller,1,male,,,,,,
2403,,J.A. Holden and Co.,1,,,,,,,
2312,William,Hall,1,male,,,,,,
553,Miss Kate,Hervey,1,female,,,,,,
2648,,Pedrazzi,1,,,,,,,
1214,James,Henry,1,male,,,,,,
2606,Isaac Scott,Nind,1,male,,,,,,
1137,Edward,Gilks,1,male,,,,,,
2926,,Wherrett and Co.,1,,,,,,,
1809,E J,Woods,1,,,,,,,
538,Frank A,Geiger,1,male,,,,,,
1595,Benjamin,Saunders,1,male,,,,,,
106,George,"Bennett, M.D.",1,male,,,,,,
411,,Littleton,1,,,,,,,
2941,Charles Smith,Wilkinson,1,male,,,,,,
2717,B,Roberts,1,,,,,,,
1161,,Gresmore,1,,,,,,,
2086,,Cooper and Panmore,1,,,,,,,
2556,William,Moffit,1,male,,,,,,
337,F C,Burton,1,,,,,,,
24,William Edward,Ellis,1,male,,,,,,
2767,B J,Sharp,1,,,,,,,
2934,Miss,Wignall,1,female,,,,,,
1081,C,Ettern,1,,,,,,,
2829,J,Summers,1,,,,,,,
2180,R,Fairthorne,1,,,,,,,
2569,Miss L,Morison,1,female,,,,,,
2672,,Plummer,1,,,,,,,
2332,Henry,Hart,1,male,,,,,,
2567,George Pitt,Morison,1,male,,,,,,
334,Mrs. Tristram,Squire,1,female,,,,,,
2200,Rosa Catherine,Fiveash,1,female,,,,,,
1182,Camilla F,Hammond,1,female,,,,,,
1584,F J,"S.

S.",1,,,,,,,
331,Miss,Tindall,1,female,,,,,,
2385,Miss M J,Hunt,1,female,,,,,,
2012,J W,Brown,1,,,,,,,
2713,W,Riley,1,,,,,,,
266,Miss E A,Higgins,1,female,,,,,,
2539,Nellie,Meave,1,female,,,,,,
879,E G,Barton,1,,,,,,,
1966,,Breghels,1,,,,,,,
2563,Charles,Moore,1,male,,,,,,
1007,John Fairfax,Conigrave,1,male,,,,,,
1859,,Absolom,1,,,,,,,
2119,,Davidson,1,,,,,,,
1272,Miss,Jones,1,female,,,,,,
342,H.,Hamsselin,1,,,,,,,
446,Miss Muriel M,Loughnan,1,female,,,,,,
398,John Dunmore,Lang,1,male,,,,,,
2922,Rev. John,Rolwegan,1,male,,,,,,
730,Catherine W,Paterson,1,female,,,,,,
340,Mrs. F,Woodhouse,1,female,,,,,,
2947,Tom (Thomas William),Williams,1,male,,,,,,
2795,E E,Smith,1,,,,,,,
2434,William,Joyner,1,male,,,,,,
725,A Izett,Watson,1,,,,,,,
2011,J E,Brown,1,,,,,,,
131,"Son, and Steffanoni",Reading,1,male,,,,,,
2945,G A,Williams,1,,,,,,,
1038,Harry,Dangar,1,male,,,,,,
1482,Josephine,Palmer,1,female,,,,,,
113,,Flavelle Brothers and Roberts,1,,,,,,,
2055,Raphael,Clint,1,male,,,,,,
1441,T P,Neal,1,,,,,,,
2409,,Jansen,1,,,,,,,
1962,,Bracklear,1,,,,,,,
2151,Mrs.,Doolan,1,female,,,,,,
2308,Louis,Haghe,1,male,,,,,,
2535,,McInnis,1,,,,,,,
2037,Louise,Christie,1,female,,,,,,
2887,William Richard,Wade,1,male,,,,,,
777,Flora C,Munro,1,female,,,,,,
846,S W,Armfield,1,,,,,,,
1290,,Kilpatrick & Co.,1,,,,,,,
1192,,Hardy Brothers,1,,,,,,,
2638,Sydney,Parkinson,1,,,,,,,
1853,Rose C,Aaroles,1,female,,,,,,
2407,William,James,1,male,,,,,,
2845,H J,Taylor,1,,,,,,,
943,Marcus Blake,Brownrigg,1,male,,,,,,
2260,,Gibbs,1,,,,,,,
1438,,Myers,1,,,,,,,
1868,Eliza,Allen,1,female,,,,,,
2678,Sarah Westall,Poynter,1,female,,,,,,
176,D A,Parker,1,,,,,,,
1930,,Bentley,1,,,,,,,
2008,Edwin Stanley,Brookes,1,male,,,,,,
169,W G,Eddington,1,,,,,,,
1213,Wilhelm,Hennert,1,male,,,,,,
389,J,Keely,1,,,,,,,
2523,John,McArthur,1,male,,,,,,
2564,H.,Moore,1,,,,,,,
2587,,Nassel,1,,,,,,,
2592,Jun,Neimann,1,,,,,,,
2676,G,Poussin,1,,,,,,,
2726,W,Rocloss,1,,,,,,,
1019,Charlotte,Cowley,1,female,,,,,,
745,Miss Esther A,Cripps,1,female,,,,,,
2489,Miss B,Lumsden,1,female,,,,,,
1935,H.,Birtler,1,,,,,,,
1241,,Horlot,1,,,,,,,
2624,,O'Conner,1,,,,,,,
1736,,Walch Brothers and Birchall,1,,,,,,,
2474,S J,Levitt,1,,,,,,,
1840,William,Wilkinson,1,male,,,,,,
1560,L J,Roberts,1,,,,,,,
2502,Mademoiselle,Jarotha,1,female,,,,,,
2849,Alfred,Tennyson,1,male,,,,,,
2920,John,Le Gay Brereton,1,male,,,,,,
2576,Professor Max,Muller,1,male,,,,,,
1905,Sir Joseph,Banks,1,male,,,,,,
2415,Dr.,Jenner,1,,,,,,,
2436,William Porden,Kay,1,male,,,,,,
1110,Mrs E,Forde,1,female,,,,,,
2304,John Edward,Grube,1,male,,,,,,
209,,Campbell and Ferguson,1,,,,,,,
2477,Charles Whybrow,Ligar,1,male,,,,,,
190,T,Schoenfeld,1,,,,,,,
988,R,Chilton,1,,,,,,,
922,Mrs. J S,Bowman,1,female,,,,,,
2696,W,Reading,1,,,,,,,
906,Miss,Blair,1,female,,,,,,
2381,,Hudson,1,,,,,,,
1858,Louis,Abrahams,1,male,,,,,,
2773,Catherine Elizabeth,Sheppard,1,female,,,,,,
1437,E A,Myer,1,,,,,,,
217,John,Millar,1,male,,,,,,
827,,Allen and Tuxen,1,,,,,,,
514,,Maxwell & Phillips,1,,,,,,,
1120,Douglas James,Frost,1,male,,,,,,
2626,,"Office of Secretary for Mines

Office of Secretary for Mines",1,,,,,,,
956,Frederick A,Cadell,1,male,,,,,,
221,A M,Williams,1,,,,,,,
440,M E,Meyer,1,,,,,,,
433,,Neil Waschsnuth & Co.,1,male,,,,,,
85,A B,Ainsworth,1,,,,,,,
2225,John,Francis,1,male,,,,,,
